district,province,year,flooded,risk_score
Islamabad,ICT,2021,0,0.00355711
Lahore,Punjab,2022,0,0.5816399
Multan,Punjab,2022,1,0.99498415
Faisalabad,Punjab,2022,0,0.008265545
Rawalpindi,Punjab,2022,0,0.005281006
Gujranwala,Punjab,2022,0,0.26780084
Sialkot,Punjab,2022,0,0.069353
Bahawalpur,Punjab,2022,1,0.99417514
Rahim Yar Khan,Punjab,2022,1,0.99794966
DG Khan,Punjab,2022,1,0.9952354
Muzaffargarh,Punjab,2022,1,0.9949772
Gujrat,Punjab,2022,0,0.06930181
Sheikhupura,Punjab,2022,0,0.44385752
Sargodha,Punjab,2022,0,0.00933934
Jhang,Punjab,2022,1,0.94804895
Kasur,Punjab,2022,0,0.0106347855
Okara,Punjab,2022,0,0.010603494
Sahiwal,Punjab,2022,0,0.01359249
Pakpattan,Punjab,2022,0,0.046066154
Bahawalnagar,Punjab,2022,1,0.871943
Vehari,Punjab,2022,1,0.95679134
Lodhran,Punjab,2022,1,0.99427986
Khanewal,Punjab,2022,1,0.97750914
Chiniot,Punjab,2022,0,0.024299575
Hafizabad,Punjab,2022,0,0.2859731
Narowal,Punjab,2022,0,0.09082379
Nankana Sahib,Punjab,2022,0,0.009894308
Mandi Bahauddin,Punjab,2022,0,0.008018648
Attock,Punjab,2022,0,0.005541562
Chakwal,Punjab,2022,0,0.007165421
Jhelum,Punjab,2022,0,0.0083822245
Khushab,Punjab,2022,0,0.011790559
Bhakkar,Punjab,2022,1,0.98020464
Layyah,Punjab,2022,1,0.9800183
Toba Tek Singh,Punjab,2022,0,0.009844914
Dera Ghazi Khan,Punjab,2022,1,0.9952354
Karachi Central,Sindh,2022,1,0.9931838
Karachi East,Sindh,2022,1,0.98645824
Karachi West,Sindh,2022,1,0.9933606
Karachi South,Sindh,2022,1,0.9859343
Malir,Sindh,2022,1,0.99076754
Hyderabad,Sindh,2022,1,0.9964412
Sukkur,Sindh,2022,1,0.9977301
Larkana,Sindh,2022,1,0.99812347
Thatta,Sindh,2022,1,0.9953955
Dadu,Sindh,2022,1,0.9985638
Jacobabad,Sindh,2022,1,0.9913224
Kashmore,Sindh,2022,1,0.9981673
Kamber,Sindh,2022,1,0.9979335
Shikarpur,Sindh,2022,1,0.9932319
Mirpur Khas,Sindh,2022,1,0.99620444
Sanghar,Sindh,2022,1,0.99741495
Nawabshah,Sindh,2022,1,0.99770266
Naushahro Feroze,Sindh,2022,1,0.99712914
Khairpur,Sindh,2022,1,0.99705064
Ghotki,Sindh,2022,1,0.99828315
Badin,Sindh,2022,1,0.994381
Tharparkar,Sindh,2022,1,0.9735631
Umerkot,Sindh,2022,1,0.9883416
Matiari,Sindh,2022,1,0.99667895
Jamshoro,Sindh,2022,1,0.9966905
Sujawal,Sindh,2022,1,0.9944161
Tando Allahyar,Sindh,2022,1,0.99399513
Tando Muhammad Khan,Sindh,2022,1,0.9926603
Qambar Shahdadkot,Sindh,2022,1,0.99726725
Peshawar,KPK,2022,0,0.5740901
Swat,KPK,2022,1,0.9828993
Nowshera,KPK,2022,1,0.9396383
Charsadda,KPK,2022,1,0.92042166
Dir Upper,KPK,2022,1,0.9808389
Dir Lower,KPK,2022,1,0.98518735
Chitral,KPK,2022,1,0.9380818
Kohistan,KPK,2022,1,0.97854745
Tank,KPK,2022,1,0.9585768
Dera Ismail Khan,KPK,2022,1,0.9514125
Mardan,KPK,2022,0,0.55311
Abbottabad,KPK,2022,0,0.0054354975
Haripur,KPK,2022,0,0.0056185634
Mansehra,KPK,2022,1,0.9732528
Battagram,KPK,2022,1,0.9756481
Shangla,KPK,2022,1,0.97350353
Buner,KPK,2022,0,0.26845828
Malakand,KPK,2022,1,0.97885853
Hangu,KPK,2022,0,0.010453561
Karak,KPK,2022,0,0.012423756
Kohat,KPK,2022,0,0.027561795
Lakki Marwat,KPK,2022,1,0.96025336
Bannu,KPK,2022,1,0.8199051
Kurram,KPK,2022,0,0.007501771
Orakzai,KPK,2022,0,0.0052281893
Khyber,KPK,2022,0,0.014384067
Mohmand,KPK,2022,1,0.90829694
Bajaur,KPK,2022,1,0.9200779
South Waziristan,KPK,2022,0,0.028561074
North Waziristan,KPK,2022,0,0.0119757075
Torghar,KPK,2022,1,0.97740597
Kolai Pallas,KPK,2022,1,0.9707675
Swabi,KPK,2022,0,0.41591763
Tor Ghar,KPK,2022,0,0.028004048
Khyber Tribal,KPK,2022,0,0.013433683
Quetta,Balochistan,2022,1,0.9655546
Naseerabad,Balochistan,2022,1,0.99738306
Jaffarabad,Balochistan,2022,1,0.99530137
Lasbela,Balochistan,2022,1,0.99761355
Kalat,Balochistan,2022,1,0.9887754
Khuzdar,Balochistan,2022,1,0.98405784
Turbat,Balochistan,2022,1,0.9857631
Gwadar,Balochistan,2022,1,0.95184433
Panjgur,Balochistan,2022,1,0.9792529
Chagai,Balochistan,2022,0,0.02957717
Nushki,Balochistan,2022,0,0.036523547
Kharan,Balochistan,2022,0,0.03134397
Washuk,Balochistan,2022,0,0.07624947
Awaran,Balochistan,2022,1,0.9930896
Kech,Balochistan,2022,1,0.9864814
Dera Bugti,Balochistan,2022,1,0.994327
Kohlu,Balochistan,2022,0,0.20325889
Sibi,Balochistan,2022,1,0.99347234
Ziarat,Balochistan,2022,0,0.093504205
Pishin,Balochistan,2022,1,0.9383015
Qilla Abdullah,Balochistan,2022,0,0.08522227
Qilla Saifullah,Balochistan,2022,0,0.07249291
Loralai,Balochistan,2022,1,0.9430186
Musakhel,Balochistan,2022,1,0.9630694
Barkhan,Balochistan,2022,1,0.96531296
Harnai,Balochistan,2022,1,0.975144
Sherani,Balochistan,2022,0,0.016091833
Zhob,Balochistan,2022,0,0.026070055
Jhal Magsi,Balochistan,2022,1,0.9970981
Khairpur Tamewali,Balochistan,2022,0,0.03786839
Mastung,Balochistan,2022,1,0.9675058
Surab,Balochistan,2022,0,0.027631035
Lehri,Balochistan,2022,1,0.99571997
Gilgit,GB,2022,1,0.6815073
Skardu,GB,2022,0,0.08822796
Hunza,GB,2022,1,0.80980194
Nagar,GB,2022,0,0.11399862
Ghanche,GB,2022,0,0.06256201
Shigar,GB,2022,0,0.0075120884
Kharmang,GB,2022,0,0.0060409848
Roundu,GB,2022,1,0.8355622
Tangir,GB,2022,0,0.51641494
Darel,GB,2022,0,0.4040439
Diamer,GB,2022,1,0.9205485
Astore,GB,2022,1,0.7410042
Ghizer,GB,2022,0,0.25199807
Gupis Yasin,GB,2022,0,0.22506943
Muzaffarabad,AJK,2022,1,0.9578053
Mirpur,AJK,2022,0,0.11120946
Bagh,AJK,2022,1,0.9144792
Rawalakot,AJK,2022,0,0.010484385
Kotli,AJK,2022,0,0.0901741
Neelum,AJK,2022,1,0.96688986
Haveli,AJK,2022,0,0.009222951
Sudhnoti,AJK,2022,0,0.004908249
Hattian Bala,AJK,2022,1,0.9603953
Jhelum Valley,AJK,2022,1,0.9439551
Islamabad,ICT,2022,0,0.005281006
