district,year,flooded,annual_total_mm,annual_max_daily,monsoon_total_mm,monsoon_avg_daily,monsoon_max_daily,monsoon_rainy_days,premonsoon_total_mm,province,lat,lon,elevation_m,terrain_type,river_proximity,flood_risk_geo,terrain_code,geo_risk_code,province_code,flood_intensity_score,flood_intensity_category,flood_intensity_code,risk_score
Karachi Central,2020,0,855.35,112.86,565.09,4.6319,112.86,15,271.08,Sindh,24.9056,67.0822,8,coastal,0,high,2,3,2.0,587.274,extreme,6,0.3100166
Karachi East,2020,0,855.35,112.86,565.09,4.6319,112.86,15,271.08,Sindh,24.94,67.13,10,coastal,0,high,2,3,2.0,531.2093,extreme,6,0.24693811
Karachi West,2020,0,855.35,112.86,565.09,4.6319,112.86,15,271.08,Sindh,24.88,66.99,8,coastal,0,high,2,3,2.0,587.274,extreme,6,0.3100166
Karachi South,2020,0,855.35,112.86,565.09,4.6319,112.86,15,271.08,Sindh,24.84,67.01,5,coastal,0,high,2,3,2.0,719.2608,extreme,6,0.24693811
Malir,2020,0,862.84,303.96,450.07,3.6891,101.35,15,400.97,Sindh,25.07,67.2,15,coastal,0,high,2,3,2.0,675.3465,extreme,6,0.30042633
Hyderabad,2020,1,817.98,454.21,321.52,2.6354,84.01,12,485.82,Sindh,25.396,68.3578,38,plains,1,high,1,3,2.0,1075.4194,extreme,6,0.37295753
Sukkur,2020,1,1001.27,348.2,208.58,1.7097,60.54,9,691.94,Sindh,27.7052,68.8574,65,plains,1,high,1,3,2.0,616.7238,extreme,6,0.97633845
Larkana,2020,1,781.17,205.89,187.99,1.5409,47.14,6,520.72,Sindh,27.559,68.21,56,plains,1,high,1,3,2.0,424.0416,very_high,5,0.9370906
Thatta,2020,1,639.52,131.51,477.02,3.91,59.17,21,138.73,Sindh,24.7461,67.9236,12,coastal,1,high,2,3,2.0,966.3965,extreme,6,0.5041453
Dadu,2020,1,882.67,307.11,284.62,2.333,91.99,9,521.75,Sindh,26.73,67.78,50,plains,1,high,1,3,2.0,670.8675,extreme,6,0.94198877
Jacobabad,2020,1,1168.39,517.62,212.33,1.7404,61.03,8,808.31,Sindh,28.2769,68.4376,55,plains,1,high,1,3,2.0,941.8056,extreme,6,0.85580707
Kashmore,2020,1,919.23,219.22,225.11,1.8452,39.89,13,513.26,Sindh,28.4419,69.5714,60,plains,1,high,1,3,2.0,455.5598,very_high,5,0.9407025
Kamber,2020,1,781.17,205.89,187.99,1.5409,47.14,6,520.72,Sindh,27.5867,68.0019,48,plains,1,high,1,3,2.0,457.3491,very_high,5,0.81066465
Shikarpur,2020,0,1112.69,436.61,191.43,1.5691,61.1,7,807.85,Sindh,27.9558,68.6381,58,plains,1,high,1,3,2.0,780.0227,extreme,6,0.35005128
Mirpur Khas,2020,1,792.15,427.72,324.6,2.6607,80.22,13,456.4,Sindh,25.527,69.0144,28,plains,1,high,1,3,2.0,1191.8298,extreme,6,0.39125547
Sanghar,2020,1,663.55,260.13,295.71,2.4239,82.49,10,349.23,Sindh,26.0469,68.9469,42,plains,1,high,1,3,2.0,652.1016,extreme,6,0.7153759
Nawabshah,2020,1,672.3,266.51,291.52,2.3895,84.75,10,361.57,Sindh,26.2439,68.41,37,plains,1,high,1,3,2.0,703.6503,extreme,6,0.9569192
Naushahro Feroze,2020,0,744.44,326.64,223.73,1.8339,54.01,10,463.27,Sindh,26.8381,68.1142,44,plains,1,high,1,3,2.0,717.7939,extreme,6,0.43052772
Khairpur,2020,1,1001.27,348.2,208.58,1.7097,60.54,9,691.94,Sindh,27.529,68.7592,52,plains,1,high,1,3,2.0,688.216,extreme,6,0.95618576
Ghotki,2020,1,682.0,202.42,179.54,1.4716,39.19,11,410.72,Sindh,28.005,69.3214,62,plains,1,high,1,3,2.0,399.9348,very_high,5,0.77303344
Badin,2020,1,647.96,133.36,482.13,3.9519,60.52,21,140.96,Sindh,24.6558,68.8369,10,coastal,1,high,2,3,2.0,1062.8239,extreme,6,0.36729223
Tharparkar,2020,0,664.79,77.65,608.57,4.9883,77.65,27,23.39,Sindh,24.71,70.23,85,plains,0,medium,1,2,2.0,120.9759,high,4,0.039591886
Umerkot,2020,0,515.81,85.41,438.14,3.5913,85.41,17,61.75,Sindh,25.36,69.74,52,plains,0,medium,1,2,2.0,126.153,high,4,0.036402024
Matiari,2020,1,792.15,427.72,324.6,2.6607,80.22,13,456.4,Sindh,25.59,68.46,30,plains,1,high,1,3,2.0,1152.7427,extreme,6,0.39305425
Jamshoro,2020,1,817.98,454.21,321.52,2.6354,84.01,12,485.82,Sindh,25.43,68.28,32,plains,1,high,1,3,2.0,1169.1041,extreme,6,0.3604636
Sujawal,2020,1,639.52,131.51,477.02,3.91,59.17,21,138.73,Sindh,24.59,68.32,8,coastal,1,high,2,3,2.0,1161.464,extreme,6,0.3865805
Tando Allahyar,2020,1,792.15,427.72,324.6,2.6607,80.22,13,456.4,Sindh,25.47,68.72,30,plains,1,high,1,3,2.0,1152.7427,extreme,6,0.18304986
Tando Muhammad Khan,2020,0,738.92,331.83,377.01,3.0902,63.38,18,347.2,Sindh,25.12,68.53,20,plains,1,high,1,3,2.0,1200.4594,extreme,6,0.26397073
Qambar Shahdadkot,2020,1,781.17,205.89,187.99,1.5409,47.14,6,520.72,Sindh,27.55,67.99,46,plains,1,high,1,3,2.0,466.9786,very_high,5,0.5758083
Peshawar,2020,0,1521.76,115.61,418.32,3.4289,62.56,17,373.55,KPK,34.0151,71.5249,331,plains,1,medium,1,2,3.0,111.4573,high,4,0.066417456
Swat,2020,1,1694.71,163.96,549.63,4.5052,86.48,35,323.92,KPK,35.2227,72.4258,980,mountains,1,medium,4,2,3.0,90.6995,moderate,3,0.92593396
Nowshera,2020,1,2563.77,257.9,953.66,7.8169,170.05,36,532.32,KPK,34.0153,71.9747,288,plains,1,medium,1,2,3.0,268.7049,very_high,5,0.74564147
Charsadda,2020,0,2563.77,257.9,953.66,7.8169,170.05,36,532.32,KPK,34.1481,71.7408,276,plains,1,medium,1,2,3.0,274.4636,very_high,5,0.6016729
Dir Upper,2020,0,1189.84,93.5,250.91,2.0566,41.09,7,288.82,KPK,35.5742,72.015,1370,mountains,1,medium,4,2,3.0,37.5991,low,2,0.86233264
Dir Lower,2020,0,1602.38,185.16,388.41,3.1837,50.54,24,357.08,KPK,34.87,71.89,900,mountains,1,medium,4,2,3.0,85.2015,moderate,3,0.7027993
Chitral,2020,0,760.64,69.68,159.15,1.3045,56.57,5,192.06,KPK,35.8514,71.7864,1500,mountains,1,medium,4,2,3.0,25.0215,low,2,0.88366246
Kohistan,2020,0,1774.57,199.92,507.31,4.1583,72.75,31,357.02,KPK,35.0,73.0,1200,mountains,1,medium,4,2,3.0,86.6503,moderate,3,0.83378655
Tank,2020,1,935.11,144.44,304.65,2.4971,98.7,11,124.22,KPK,32.2194,70.3753,262,plains,1,medium,1,2,3.0,120.4074,high,4,0.25849947
Dera Ismail Khan,2020,1,935.11,144.44,304.65,2.4971,98.7,11,124.22,KPK,31.8303,70.9017,173,plains,1,medium,1,2,3.0,148.0323,high,4,0.24729717
Mardan,2020,0,2563.77,257.9,953.66,7.8169,170.05,36,532.32,KPK,34.1986,72.0404,283,plains,1,medium,1,2,3.0,271.06,very_high,5,0.37379923
Abbottabad,2020,0,3334.73,265.28,1373.96,11.262,265.28,46,651.95,KPK,34.1558,73.2194,1256,mountains,0,low,4,1,3.0,40.1627,low,2,0.085659936
Haripur,2020,0,3334.73,265.28,1373.96,11.262,265.28,46,651.95,KPK,33.9942,72.9394,580,hills,1,medium,3,2,3.0,236.2993,high,4,0.09091027
Mansehra,2020,0,2310.22,206.74,800.09,6.5581,92.52,40,444.89,KPK,34.3325,73.1975,980,mountains,1,medium,4,2,3.0,121.776,high,4,0.5762219
Battagram,2020,0,2310.22,206.74,800.09,6.5581,92.52,40,444.89,KPK,34.68,73.02,830,mountains,1,medium,4,2,3.0,132.3109,high,4,0.76225317
Shangla,2020,0,1694.71,163.96,549.63,4.5052,86.48,35,323.92,KPK,35.0,72.6,1100,mountains,1,medium,4,2,3.0,85.6142,moderate,3,0.8637719
Buner,2020,0,2364.9,122.58,903.95,7.4094,105.22,42,437.68,KPK,34.51,72.5,750,mountains,1,medium,4,2,3.0,124.1451,high,4,0.23449756
Malakand,2020,0,1981.53,207.89,603.5,4.9467,62.25,32,412.88,KPK,34.5658,71.9303,850,mountains,1,medium,4,2,3.0,113.2432,high,4,0.3858537
Hangu,2020,0,1724.97,152.24,565.38,4.6343,104.73,19,399.67,KPK,33.5286,71.0594,710,hills,0,low,3,1,3.0,25.2098,low,2,0.010911016
Karak,2020,0,1593.0,135.18,618.15,5.0668,122.22,18,333.06,KPK,33.1172,71.0942,590,hills,0,low,3,1,3.0,27.4881,low,2,0.020750893
Kohat,2020,0,1724.97,152.24,565.38,4.6343,104.73,19,399.67,KPK,33.5869,71.4414,518,hills,1,medium,3,2,3.0,118.0266,high,4,0.027585525
Lakki Marwat,2020,1,1010.56,98.96,318.54,2.611,97.57,11,181.39,KPK,32.6072,70.9125,218,plains,1,medium,1,2,3.0,109.6165,high,4,0.25904125
Bannu,2020,0,1091.81,61.57,286.18,2.3457,61.57,11,260.89,KPK,32.9889,70.6006,370,plains,1,medium,1,2,3.0,64.6575,moderate,3,0.009459964
Kurram,2020,0,811.26,68.69,79.88,0.6548,7.78,3,287.18,KPK,33.8872,70.0989,1800,mountains,1,medium,4,2,3.0,17.8903,low,2,0.0018751787
Orakzai,2020,0,1073.85,57.81,225.21,1.846,31.61,12,304.52,KPK,33.6583,70.9333,1400,mountains,0,low,4,1,3.0,7.18,very_low,1,0.0017384934
Khyber,2020,0,1521.76,115.61,418.32,3.4289,62.56,17,373.55,KPK,34.1,71.1,1070,mountains,0,low,4,1,3.0,15.514,low,2,0.0093455715
Mohmand,2020,0,1353.35,126.68,315.89,2.5893,35.05,17,346.52,KPK,34.4,71.2,900,mountains,1,medium,4,2,3.0,62.4179,moderate,3,0.059823744
Bajaur,2020,0,1353.35,126.68,315.89,2.5893,35.05,17,346.52,KPK,34.69,71.5,1100,mountains,1,medium,4,2,3.0,56.4648,moderate,3,0.060524683
South Waziristan,2020,0,1067.07,202.45,190.09,1.5581,64.56,9,229.84,KPK,32.3,69.8,1800,mountains,1,medium,4,2,3.0,50.1863,moderate,3,0.030386355
North Waziristan,2020,0,1071.26,84.66,154.97,1.2702,40.63,6,310.16,KPK,33.0,70.0,1400,mountains,1,medium,4,2,3.0,28.9931,low,2,0.0048376694
Torghar,2020,0,1774.57,199.92,507.31,4.1583,72.75,31,357.02,KPK,34.9,72.9,2200,mountains,1,medium,4,2,3.0,64.0076,moderate,3,0.65840316
Kolai Pallas,2020,0,1774.57,199.92,507.31,4.1583,72.75,31,357.02,KPK,35.2,73.1,1800,mountains,1,medium,4,2,3.0,70.7595,moderate,3,0.46694994
Swabi,2020,0,3323.86,269.1,1373.52,11.2584,269.1,45,651.63,KPK,34.12,72.47,360,plains,1,medium,1,2,3.0,301.0131,very_high,5,0.3560598
Tor Ghar,2020,0,1774.57,199.92,507.31,4.1583,72.75,31,357.02,KPK,34.85,72.85,2100,mountains,1,medium,4,2,3.0,65.5131,moderate,3,0.019786732
Khyber Tribal,2020,0,1521.76,115.61,418.32,3.4289,62.56,17,373.55,KPK,34.2,71.0,950,mountains,0,low,4,1,3.0,16.4637,low,2,0.0088637695
Quetta,2020,0,534.75,55.04,130.98,1.0736,44.06,5,47.36,Balochistan,30.1798,66.975,1680,mountains,0,low,4,1,4.0,4.7846,very_low,1,0.007187664
Naseerabad,2020,1,1204.41,312.35,313.49,2.5696,49.99,15,610.23,Balochistan,28.8775,68.3497,55,plains,1,medium,1,2,4.0,446.4834,very_high,5,0.97170156
Jaffarabad,2020,1,1192.54,457.02,222.16,1.821,50.09,8,805.92,Balochistan,28.5236,68.1636,58,plains,1,medium,1,2,4.0,551.6552,extreme,6,0.97281015
Lasbela,2020,1,788.0,116.65,384.07,3.1481,113.11,11,327.73,Balochistan,26.2197,66.6997,36,coastal,0,high,2,3,4.0,236.8539,high,4,0.7054885
Kalat,2020,1,618.0,108.03,267.19,2.1901,108.03,6,117.63,Balochistan,29.0239,66.5903,1920,mountains,0,low,4,1,4.0,8.7926,very_low,1,0.40930596
Khuzdar,2020,1,813.48,171.43,259.46,2.1267,73.17,9,281.4,Balochistan,27.8125,66.6167,1260,mountains,0,low,4,1,4.0,14.4193,very_low,1,0.3765969
Turbat,2020,0,111.91,22.25,49.94,0.4093,22.25,2,2.57,Balochistan,26.0025,63.0406,152,plains,1,medium,1,2,4.0,25.0504,low,2,0.035505548
Gwadar,2020,0,204.26,41.87,85.49,0.7007,22.65,3,4.67,Balochistan,25.1264,62.3256,10,coastal,0,high,2,3,4.0,126.2133,high,4,0.04595928
Panjgur,2020,0,160.61,28.2,46.53,0.3814,10.25,3,4.15,Balochistan,26.9667,64.0833,969,mountains,1,low,4,1,4.0,5.7035,very_low,1,0.08591124
Chagai,2020,0,247.59,33.92,59.08,0.4843,28.59,3,14.3,Balochistan,29.1,64.52,900,mountains,0,low,4,1,4.0,3.5909,very_low,1,0.002313948
Nushki,2020,0,471.62,99.56,186.91,1.532,99.56,6,35.91,Balochistan,29.5519,66.0206,1340,mountains,0,low,4,1,4.0,8.7457,very_low,1,0.002307345
Kharan,2020,0,413.72,86.06,174.44,1.4298,67.19,5,16.69,Balochistan,28.5833,65.4167,900,mountains,0,low,4,1,4.0,9.4709,very_low,1,0.0028754468
Washuk,2020,0,197.7,35.16,43.63,0.3576,10.46,2,6.18,Balochistan,27.5667,64.4667,700,mountains,0,low,4,1,4.0,3.758,very_low,1,0.001201184
Awaran,2020,1,189.05,30.58,80.73,0.6617,16.3,4,6.12,Balochistan,26.3597,65.2436,420,mountains,1,medium,4,2,4.0,22.5356,low,2,0.044928942
Kech,2020,1,111.91,22.25,49.94,0.4093,22.25,2,2.57,Balochistan,26.05,63.05,140,plains,1,medium,1,2,4.0,26.0946,low,2,0.03759942
Dera Bugti,2020,1,1222.97,326.03,346.14,2.8372,40.92,20,557.01,Balochistan,29.0369,69.1583,180,plains,1,medium,1,2,4.0,264.5366,very_high,5,0.7652937
Kohlu,2020,0,1560.59,122.88,553.97,4.5407,97.54,20,295.32,Balochistan,29.8942,69.2542,950,mountains,1,low,4,1,4.0,39.4407,low,2,0.040892657
Sibi,2020,0,1170.64,178.01,393.85,3.2283,51.18,17,350.73,Balochistan,29.5444,67.8775,133,plains,1,medium,1,2,4.0,213.4895,high,4,0.27827477
Ziarat,2020,0,766.53,109.09,143.44,1.1757,33.92,9,74.3,Balochistan,30.3819,67.7264,2449,mountains,0,low,4,1,4.0,6.4194,very_low,1,0.0021386296
Pishin,2020,0,592.17,69.65,70.81,0.5804,16.55,4,70.17,Balochistan,30.5758,66.9953,1580,mountains,0,low,4,1,4.0,4.7228,very_low,1,0.005908699
Qilla Abdullah,2020,0,592.17,69.65,70.81,0.5804,16.55,4,70.17,Balochistan,30.6803,66.5806,1200,mountains,0,low,4,1,4.0,5.4187,very_low,1,0.0015990107
Qilla Saifullah,2020,0,1099.86,206.98,277.72,2.2764,40.62,15,141.37,Balochistan,30.7039,68.3508,1550,mountains,0,low,4,1,4.0,15.3136,low,2,0.019757828
Loralai,2020,0,1075.24,172.46,268.6,2.2016,39.48,15,138.65,Balochistan,30.3722,68.5917,1390,mountains,0,low,4,1,4.0,14.1725,very_low,1,0.07958427
Musakhel,2020,0,1670.87,144.91,602.57,4.9391,139.59,22,293.0,Balochistan,30.0,69.75,1050,mountains,1,low,4,1,4.0,42.2196,low,2,0.23816599
Barkhan,2020,0,1560.59,122.88,553.97,4.5407,97.54,20,295.32,Balochistan,29.8958,69.5264,1000,mountains,1,low,4,1,4.0,38.4431,low,2,0.23565258
Harnai,2020,0,1145.22,87.3,378.34,3.1011,47.61,16,202.59,Balochistan,30.1,67.93,1100,mountains,1,low,4,1,4.0,25.6532,low,2,0.10813093
Sherani,2020,0,1233.96,344.09,268.62,2.2018,40.76,14,150.86,Balochistan,31.05,69.95,1650,mountains,0,low,4,1,4.0,21.4201,low,2,0.017103048
Zhob,2020,0,1124.24,473.13,144.75,1.1865,15.24,9,132.77,Balochistan,31.3436,69.4486,1405,mountains,1,low,4,1,4.0,55.8242,moderate,3,0.012702856
Jhal Magsi,2020,1,1002.6,209.71,239.83,1.9658,59.64,7,573.48,Balochistan,28.2808,67.7256,62,plains,1,medium,1,2,4.0,289.1771,very_high,5,0.958446
Khairpur Tamewali,2020,0,795.52,354.61,221.03,1.8117,39.75,11,27.83,Balochistan,29.5694,72.2403,100,plains,1,medium,1,2,4.0,341.6313,very_high,5,0.010730642
Mastung,2020,0,534.75,55.04,130.98,1.0736,44.06,5,47.36,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,4.5719,very_low,1,0.007187664
Surab,2020,0,565.36,132.97,262.29,2.1499,101.33,7,48.97,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,10.7749,very_low,1,0.01452024
Lehri,2020,0,1170.64,178.01,393.85,3.2283,51.18,17,350.73,Balochistan,29.43,68.18,80,plains,1,medium,1,2,4.0,274.5911,very_high,5,0.5416085
Gilgit,2020,0,471.09,23.01,132.32,1.0846,19.6,5,97.16,GB,35.9208,74.3089,1500,mountains,1,medium,4,2,6.0,13.7225,very_low,1,0.35501906
Skardu,2020,0,508.77,56.14,151.89,1.245,21.62,9,81.35,GB,35.2971,75.6333,2438,mountains,1,medium,4,2,6.0,17.5688,low,2,0.008672607
Hunza,2020,0,271.98,13.87,73.56,0.603,13.87,2,64.02,GB,36.3147,74.6481,2438,mountains,1,medium,4,2,6.0,6.0645,very_low,1,0.09369821
Nagar,2020,0,471.09,23.01,132.32,1.0846,19.6,5,97.16,GB,36.2333,74.45,2900,mountains,1,medium,4,2,6.0,9.8708,very_low,1,0.0670472
Ghanche,2020,0,314.57,35.11,118.24,0.9692,14.38,7,44.21,GB,35.49,76.67,2700,mountains,1,medium,4,2,6.0,11.6729,very_low,1,0.002904019
Shigar,2020,0,508.77,56.14,151.89,1.245,21.62,9,81.35,GB,35.51,75.7,2620,mountains,1,medium,4,2,6.0,16.9478,low,2,0.004217402
Kharmang,2020,0,438.38,48.52,132.06,1.0825,18.76,10,54.19,GB,35.08,76.2,2500,mountains,1,medium,4,2,6.0,15.299,low,2,0.0024391448
Roundu,2020,0,871.04,62.94,244.38,2.0031,41.72,14,176.33,GB,35.5,73.7,1600,mountains,1,medium,4,2,6.0,29.3416,low,2,0.40661946
Tangir,2020,0,1184.02,108.25,296.65,2.4316,48.35,15,260.48,GB,35.5,73.2,1400,mountains,1,medium,4,2,6.0,44.5622,low,2,0.14740501
Darel,2020,0,1184.02,108.25,296.65,2.4316,48.35,15,260.48,GB,35.55,73.4,1500,mountains,1,medium,4,2,6.0,43.0522,low,2,0.18233305
Diamer,2020,0,1505.83,94.06,511.1,4.1893,78.05,28,278.99,GB,35.1667,73.6667,1600,mountains,1,medium,4,2,6.0,53.6612,moderate,3,0.9024348
Astore,2020,0,617.96,54.56,178.44,1.4626,20.29,9,114.48,GB,35.3667,74.9,2590,mountains,1,medium,4,2,6.0,18.0492,low,2,0.33579043
Ghizer,2020,0,511.54,32.56,132.02,1.0821,23.91,6,108.32,GB,36.2,73.75,2200,mountains,1,medium,4,2,6.0,13.0732,very_low,1,0.10387382
Gupis Yasin,2020,0,661.19,48.3,156.55,1.2832,43.42,3,151.14,GB,36.17,73.27,2260,mountains,1,medium,4,2,6.0,16.4063,low,2,0.06518747
Muzaffarabad,2020,0,2088.51,89.04,779.09,6.386,89.04,40,381.56,AJK,34.37,73.47,737,mountains,1,medium,4,2,5.0,103.8843,high,4,0.76060617
Mirpur,2020,0,2203.29,146.55,1098.92,9.0075,146.55,41,295.96,AJK,33.1478,73.7508,411,hills,1,medium,3,2,5.0,199.8153,high,4,0.2550821
Bagh,2020,0,2120.68,105.29,769.83,6.3101,93.18,39,402.19,AJK,33.9861,73.7808,1070,mountains,1,medium,4,2,5.0,89.3449,moderate,3,0.26004338
Rawalakot,2020,0,2120.68,105.29,769.83,6.3101,93.18,39,402.19,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,17.85,low,2,0.009132966
Kotli,2020,0,2463.51,170.68,1051.11,8.6157,170.68,39,414.41,AJK,33.5136,73.9017,614,hills,1,medium,3,2,5.0,166.2193,high,4,0.44114372
Neelum,2020,0,2088.51,89.04,779.09,6.386,89.04,40,381.56,AJK,34.55,73.9,1400,mountains,1,medium,4,2,5.0,75.3978,moderate,3,0.56604636
Haveli,2020,0,2120.68,105.29,769.83,6.3101,93.18,39,402.19,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,21.0927,low,2,0.009102706
Sudhnoti,2020,0,2463.51,170.68,1051.11,8.6157,170.68,39,414.41,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,33.2428,low,2,0.037601154
Hattian Bala,2020,0,2088.51,89.04,779.09,6.386,89.04,40,381.56,AJK,34.37,73.83,1050,mountains,1,medium,4,2,5.0,87.0516,moderate,3,0.41178435
Jhelum Valley,2020,0,2088.51,89.04,779.09,6.386,89.04,40,381.56,AJK,34.67,73.67,1600,mountains,1,medium,4,2,5.0,70.5314,moderate,3,0.24622393
Islamabad,2020,0,3829.18,450.57,1719.08,14.0908,450.57,38,729.05,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,85.5391,moderate,3,0.113279864
Lahore,2021,0,799.82,62.62,573.39,4.6999,62.62,30,58.07,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,139.3241,high,4,0.06201772
Multan,2021,0,176.16,31.73,121.98,0.9998,31.73,6,23.49,Punjab,30.1575,71.5249,122,plains,1,high,1,3,1.0,78.7958,moderate,3,0.5067053
Faisalabad,2021,0,474.15,31.32,318.74,2.6126,21.94,20,48.32,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,41.5193,low,2,0.0011890155
Rawalpindi,2021,0,1920.54,414.3,856.09,7.0171,82.28,42,101.05,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,62.2868,moderate,3,0.010131014
Gujranwala,2021,0,1003.82,64.7,746.11,6.1157,64.7,41,59.7,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,168.7905,high,4,0.10938147
Sialkot,2021,0,1206.75,71.11,864.8,7.0885,71.11,42,72.15,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,180.6725,high,4,0.03912224
Bahawalpur,2021,0,175.91,17.21,113.22,0.928,17.21,6,28.52,Punjab,29.3956,71.6836,117,plains,1,high,1,3,1.0,61.5047,moderate,3,0.4299723
Rahim Yar Khan,2021,0,155.33,22.2,92.2,0.7557,22.2,3,36.69,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,68.6378,moderate,3,0.53458095
DG Khan,2021,0,235.33,23.89,161.31,1.3222,23.89,8,40.26,Punjab,30.0368,70.634,138,plains,1,high,1,3,1.0,79.6785,moderate,3,0.56681216
Muzaffargarh,2021,0,176.16,31.73,121.98,0.9998,31.73,6,23.49,Punjab,30.0736,71.193,118,plains,1,high,1,3,1.0,80.1092,moderate,3,0.8981613
Gujrat,2021,0,1206.75,71.11,864.8,7.0885,71.11,42,72.15,Punjab,32.5742,74.0796,246,plains,1,medium,1,2,1.0,184.2935,high,4,0.03912224
Sheikhupura,2021,0,657.35,47.82,448.17,3.6735,45.08,28,56.41,Punjab,31.7167,73.985,213,plains,1,medium,1,2,1.0,111.1626,high,4,0.074918225
Sargodha,2021,0,620.65,56.11,407.68,3.3416,32.25,26,46.96,Punjab,32.0836,72.6711,187,plains,1,medium,1,2,1.0,115.4749,high,4,0.001354094
Jhang,2021,0,429.23,27.2,297.9,2.4418,23.0,18,43.87,Punjab,31.2681,72.3181,164,plains,1,high,1,3,1.0,121.5112,high,4,0.07680292
Kasur,2021,0,619.88,61.52,427.22,3.5018,61.52,23,56.87,Punjab,31.1167,74.45,210,plains,1,medium,1,2,1.0,113.9685,high,4,0.0027789753
Okara,2021,0,475.82,45.15,308.56,2.5292,45.15,16,54.4,Punjab,30.81,73.4597,174,plains,0,medium,1,2,1.0,45.2705,low,2,0.0015591988
Sahiwal,2021,0,244.86,19.92,152.59,1.2507,19.92,10,39.43,Punjab,30.6682,73.1166,170,plains,0,medium,1,2,1.0,22.3901,low,2,0.0010189654
Pakpattan,2021,0,244.86,19.92,152.59,1.2507,19.92,10,39.43,Punjab,30.3436,73.3868,154,plains,1,high,1,3,1.0,70.5519,moderate,3,0.0037561187
Bahawalnagar,2021,0,211.66,20.57,129.6,1.0623,20.57,7,37.88,Punjab,29.9947,73.2536,140,plains,1,high,1,3,1.0,65.3847,moderate,3,0.022600891
Vehari,2021,0,207.06,19.67,126.89,1.0401,19.67,7,36.02,Punjab,30.0444,72.3508,134,plains,1,high,1,3,1.0,65.0527,moderate,3,0.105566554
Lodhran,2021,0,175.91,17.21,113.22,0.928,17.21,6,28.52,Punjab,29.5372,71.632,111,plains,1,high,1,3,1.0,63.1306,moderate,3,0.41384315
Khanewal,2021,0,193.94,29.84,135.26,1.1087,29.84,6,24.24,Punjab,30.3014,71.932,122,plains,1,high,1,3,1.0,81.0615,moderate,3,0.098581426
Chiniot,2021,0,474.15,31.32,318.74,2.6126,21.94,20,48.32,Punjab,31.72,72.9781,178,plains,1,high,1,3,1.0,127.3109,high,4,0.0028871517
Hafizabad,2021,0,888.28,46.98,626.54,5.1356,45.98,33,53.61,Punjab,32.0714,73.6881,212,plains,1,medium,1,2,1.0,142.3504,high,4,0.030613227
Narowal,2021,0,1109.94,76.98,846.68,6.94,76.98,43,81.74,Punjab,32.1,74.8728,240,plains,1,medium,1,2,1.0,187.1837,high,4,0.030180054
Nankana Sahib,2021,0,657.35,47.82,448.17,3.6735,45.08,28,56.41,Punjab,31.45,73.71,210,plains,1,medium,1,2,1.0,111.95,high,4,0.0021721025
Mandi Bahauddin,2021,0,1172.41,75.15,802.84,6.5807,58.82,40,53.38,Punjab,32.5853,73.4912,230,plains,1,medium,1,2,1.0,182.1221,high,4,0.009132573
Attock,2021,0,1867.48,256.26,828.62,6.792,79.6,46,149.8,Punjab,33.7667,72.3601,305,hills,1,medium,3,2,1.0,246.6589,high,4,0.02377433
Chakwal,2021,0,1509.28,310.23,797.38,6.5359,73.89,41,64.07,Punjab,32.9319,72.8561,498,hills,0,low,3,1,1.0,51.9461,moderate,3,0.006141983
Jhelum,2021,0,1458.42,150.05,864.92,7.0895,65.26,47,72.95,Punjab,32.9263,73.7267,287,hills,1,medium,3,2,1.0,209.6694,high,4,0.021914378
Khushab,2021,0,900.4,159.65,518.16,4.2472,48.7,33,51.93,Punjab,32.2958,72.3514,210,plains,1,medium,1,2,1.0,187.1688,high,4,0.007062391
Bhakkar,2021,0,314.35,25.31,231.34,1.8962,25.31,14,42.6,Punjab,31.6267,71.0647,145,plains,1,high,1,3,1.0,104.4889,high,4,0.085588455
Layyah,2021,0,239.69,27.37,178.04,1.4593,27.37,8,30.69,Punjab,30.9597,70.9436,134,plains,1,high,1,3,1.0,89.6281,moderate,3,0.30909497
Toba Tek Singh,2021,0,305.16,20.95,205.56,1.6849,19.2,13,39.1,Punjab,30.97,72.48,168,plains,0,medium,1,2,1.0,28.4209,low,2,0.0006053535
Dera Ghazi Khan,2021,0,235.33,23.89,161.31,1.3222,23.89,8,40.26,Punjab,30.05,70.64,138,plains,1,high,1,3,1.0,79.6785,moderate,3,0.56681216
Karachi Central,2021,0,276.88,24.83,193.78,1.5884,24.83,11,53.72,Sindh,24.9056,67.0822,8,coastal,0,high,2,3,2.0,182.428,high,4,0.16924098
