district,year,flooded,annual_total_mm,annual_max_daily,monsoon_total_mm,monsoon_avg_daily,monsoon_max_daily,monsoon_rainy_days,premonsoon_total_mm,province,lat,lon,elevation_m,terrain_type,river_proximity,flood_risk_geo,terrain_code,geo_risk_code,province_code,flood_intensity_score,flood_intensity_category,flood_intensity_code,risk_score
Karachi East,2021,0,276.88,24.83,193.78,1.5884,24.83,11,53.72,Sindh,24.94,67.13,10,coastal,0,high,2,3,2.0,165.0123,high,4,0.023550076
Karachi West,2021,0,276.88,24.83,193.78,1.5884,24.83,11,53.72,Sindh,24.88,66.99,8,coastal,0,high,2,3,2.0,182.428,high,4,0.16924098
Karachi South,2021,0,276.88,24.83,193.78,1.5884,24.83,11,53.72,Sindh,24.84,67.01,5,coastal,0,high,2,3,2.0,223.4278,high,4,0.024855109
Malir,2021,0,305.1,92.7,169.58,1.39,24.12,10,117.08,Sindh,25.07,67.2,15,coastal,0,high,2,3,2.0,226.611,high,4,0.09927267
Hyderabad,2021,0,300.36,69.36,162.76,1.3341,32.46,7,126.65,Sindh,25.396,68.3578,38,plains,1,high,1,3,2.0,237.1908,high,4,0.36618534
Sukkur,2021,0,109.08,12.26,86.46,0.7087,12.26,6,9.37,Sindh,27.7052,68.8574,65,plains,1,high,1,3,2.0,63.0691,moderate,3,0.927933
Larkana,2021,0,104.58,17.77,81.97,0.6719,17.77,6,11.23,Sindh,27.559,68.21,56,plains,1,high,1,3,2.0,74.4827,moderate,3,0.7823171
Thatta,2021,0,766.68,297.06,331.68,2.7187,89.44,17,425.13,Sindh,24.7461,67.9236,12,coastal,1,high,2,3,2.0,1362.2793,extreme,6,0.35335362
Dadu,2021,0,138.38,28.57,87.39,0.7163,17.23,5,38.38,Sindh,26.73,67.78,50,plains,1,high,1,3,2.0,98.3618,moderate,3,0.73237956
Jacobabad,2021,0,149.05,28.29,108.69,0.8909,28.29,6,17.15,Sindh,28.2769,68.4376,55,plains,1,high,1,3,2.0,104.8685,high,4,0.4771239
Kashmore,2021,0,151.49,27.53,99.54,0.8159,27.53,3,28.11,Sindh,28.4419,69.5714,60,plains,1,high,1,3,2.0,91.6365,moderate,3,0.8673632
Kamber,2021,0,104.58,17.77,81.97,0.6719,17.77,6,11.23,Sindh,27.5867,68.0019,48,plains,1,high,1,3,2.0,80.3331,moderate,3,0.6027515
Shikarpur,2021,0,124.97,25.51,93.34,0.7651,25.51,5,12.79,Sindh,27.9558,68.6381,58,plains,1,high,1,3,2.0,89.4585,moderate,3,0.09229051
Mirpur Khas,2021,0,321.65,76.3,172.57,1.4145,37.85,9,138.89,Sindh,25.527,69.0144,28,plains,1,high,1,3,2.0,300.4276,very_high,5,0.4834406
Sanghar,2021,0,214.78,41.56,126.91,1.0402,20.91,6,77.43,Sindh,26.0469,68.9469,42,plains,1,high,1,3,2.0,153.9619,high,4,0.82541096
Nawabshah,2021,0,205.11,44.03,118.72,0.9731,20.41,6,75.23,Sindh,26.2439,68.41,37,plains,1,high,1,3,2.0,163.8034,high,4,0.9642825
Naushahro Feroze,2021,0,117.53,14.83,84.57,0.6932,12.05,5,23.88,Sindh,26.8381,68.1142,44,plains,1,high,1,3,2.0,78.6219,moderate,3,0.16156623
Khairpur,2021,0,109.08,12.26,86.46,0.7087,12.26,6,9.37,Sindh,27.529,68.7592,52,plains,1,high,1,3,2.0,70.3803,moderate,3,0.8291084
Ghotki,2021,0,131.38,23.42,95.32,0.7813,23.42,5,19.19,Sindh,28.005,69.3214,62,plains,1,high,1,3,2.0,84.3103,moderate,3,0.372825
Badin,2021,0,767.31,311.52,339.58,2.7834,90.34,19,418.07,Sindh,24.6558,68.8369,10,coastal,1,high,2,3,2.0,1547.2742,extreme,6,0.16219893
Tharparkar,2021,0,621.3,98.39,417.56,3.4226,77.88,28,190.52,Sindh,24.71,70.23,85,plains,0,medium,1,2,2.0,105.5286,high,4,0.027485307
Umerkot,2021,0,349.2,62.01,276.9,2.2697,62.01,14,68.02,Sindh,25.36,69.74,52,plains,0,medium,1,2,2.0,85.4822,moderate,3,0.026320135
Matiari,2021,0,321.65,76.3,172.57,1.4145,37.85,9,138.89,Sindh,25.59,68.46,30,plains,1,high,1,3,2.0,290.5748,very_high,5,0.49562046
Jamshoro,2021,0,300.36,69.36,162.76,1.3341,32.46,7,126.65,Sindh,25.43,68.28,32,plains,1,high,1,3,2.0,257.8536,very_high,5,0.3708344
Sujawal,2021,0,766.68,297.06,331.68,2.7187,89.44,17,425.13,Sindh,24.59,68.32,8,coastal,1,high,2,3,2.0,1637.256,extreme,6,0.1722136
Tando Allahyar,2021,0,321.65,76.3,172.57,1.4145,37.85,9,138.89,Sindh,25.47,68.72,30,plains,1,high,1,3,2.0,290.5748,very_high,5,0.25402144
Tando Muhammad Khan,2021,0,563.64,182.01,248.0,2.0328,68.38,14,306.42,Sindh,25.12,68.53,20,plains,1,high,1,3,2.0,698.9344,extreme,6,0.13709988
Qambar Shahdadkot,2021,0,104.58,17.77,81.97,0.6719,17.77,6,11.23,Sindh,27.55,67.99,46,plains,1,high,1,3,2.0,82.0246,moderate,3,0.40278012
Peshawar,2021,0,1075.6,110.37,481.22,3.9444,84.69,29,225.9,KPK,34.0151,71.5249,331,plains,1,medium,1,2,3.0,121.3931,high,4,0.060889788
Swat,2021,1,1019.51,63.18,470.8,3.859,63.18,30,148.52,KPK,35.2227,72.4258,980,mountains,1,medium,4,2,3.0,57.96,moderate,3,0.90105444
Nowshera,2021,0,1358.22,198.82,613.85,5.0316,64.26,40,143.21,KPK,34.0153,71.9747,288,plains,1,medium,1,2,3.0,194.3412,high,4,0.38131875
Charsadda,2021,0,1358.22,198.82,613.85,5.0316,64.26,40,143.21,KPK,34.1481,71.7408,276,plains,1,medium,1,2,3.0,198.5061,high,4,0.24252242
Dir Upper,2021,1,612.76,47.18,197.65,1.6201,19.11,16,103.31,KPK,35.5742,72.015,1370,mountains,1,medium,4,2,3.0,25.5975,low,2,0.51401925
Dir Lower,2021,1,929.33,56.59,389.21,3.1902,45.24,25,142.0,KPK,34.87,71.89,900,mountains,1,medium,4,2,3.0,51.199,moderate,3,0.6523546
Chitral,2021,1,346.4,30.13,63.78,0.5228,5.71,1,62.65,KPK,35.8514,71.7864,1500,mountains,1,medium,4,2,3.0,10.3274,very_low,1,0.2316254
Kohistan,2021,1,1037.83,66.2,460.55,3.775,66.2,27,151.73,KPK,35.0,73.0,1200,mountains,1,medium,4,2,3.0,51.851,moderate,3,0.7803699
Tank,2021,0,389.34,26.83,269.06,2.2054,26.83,20,69.75,KPK,32.2194,70.3753,262,plains,1,medium,1,2,3.0,60.4531,moderate,3,0.54408395
Dera Ismail Khan,2021,0,389.34,26.83,269.06,2.2054,26.83,20,69.75,KPK,31.8303,70.9017,173,plains,1,medium,1,2,3.0,74.3227,moderate,3,0.56442076
Mardan,2021,0,1358.22,198.82,613.85,5.0316,64.26,40,143.21,KPK,34.1986,72.0404,283,plains,1,medium,1,2,3.0,196.0445,high,4,0.1478008
Abbottabad,2021,0,1914.86,251.97,839.81,6.8837,78.9,46,153.81,KPK,34.1558,73.2194,1256,mountains,0,low,4,1,3.0,30.3723,low,2,0.0074454932
Haripur,2021,0,1914.86,251.97,839.81,6.8837,78.9,46,153.81,KPK,33.9942,72.9394,580,hills,1,medium,3,2,3.0,178.6971,high,4,0.01999384
Mansehra,2021,1,1365.71,98.98,661.57,5.4227,98.98,38,158.29,KPK,34.3325,73.1975,980,mountains,1,medium,4,2,3.0,83.2545,moderate,3,0.62093985
Battagram,2021,1,1365.71,98.98,661.57,5.4227,98.98,38,158.29,KPK,34.68,73.02,830,mountains,1,medium,4,2,3.0,90.4569,moderate,3,0.8119369
Shangla,2021,1,1019.51,63.18,470.8,3.859,63.18,30,148.52,KPK,35.0,72.6,1100,mountains,1,medium,4,2,3.0,54.7103,moderate,3,0.7676562
Buner,2021,0,1487.25,98.15,716.94,5.8766,98.15,41,175.57,KPK,34.51,72.5,750,mountains,1,medium,4,2,3.0,100.4167,high,4,0.07805943
Malakand,2021,1,1172.45,71.39,546.04,4.4757,71.39,33,155.46,KPK,34.5658,71.9303,850,mountains,1,medium,4,2,3.0,71.2883,moderate,3,0.32335892
Hangu,2021,0,1096.77,139.42,496.89,4.0729,102.63,27,221.45,KPK,33.5286,71.0594,710,hills,0,low,3,1,3.0,23.1571,low,2,0.024310954
Karak,2021,0,910.14,128.17,454.04,3.7216,88.37,30,161.15,KPK,33.1172,71.0942,590,hills,0,low,3,1,3.0,23.6015,low,2,0.016762927
Kohat,2021,0,1096.77,139.42,496.89,4.0729,102.63,27,221.45,KPK,33.5869,71.4414,518,hills,1,medium,3,2,3.0,108.4164,high,4,0.034593154
Lakki Marwat,2021,0,584.72,67.46,348.55,2.857,58.91,21,139.68,KPK,32.6072,70.9125,218,plains,1,medium,1,2,3.0,101.5093,high,4,0.09686021
Bannu,2021,0,889.28,115.33,458.12,3.7551,115.33,20,265.1,KPK,32.9889,70.6006,370,plains,1,medium,1,2,3.0,111.2137,high,4,0.13217671
Kurram,2021,0,1027.68,246.98,501.61,4.1116,213.77,18,355.26,KPK,33.8872,70.0989,1800,mountains,1,medium,4,2,3.0,77.4704,moderate,3,0.039406277
Orakzai,2021,0,1096.76,226.57,520.33,4.265,131.42,20,359.17,KPK,33.6583,70.9333,1400,mountains,0,low,4,1,3.0,21.2487,low,2,0.018998139
Khyber,2021,0,1075.6,110.37,481.22,3.9444,84.69,29,225.9,KPK,34.1,71.1,1070,mountains,0,low,4,1,3.0,16.897,low,2,0.00769929
Mohmand,2021,0,991.67,81.31,439.61,3.6034,50.12,28,195.1,KPK,34.4,71.2,900,mountains,1,medium,4,2,3.0,62.4168,moderate,3,0.05007685
Bajaur,2021,0,991.67,81.31,439.61,3.6034,50.12,28,195.1,KPK,34.69,71.5,1100,mountains,1,medium,4,2,3.0,56.4638,moderate,3,0.052786563
South Waziristan,2021,0,609.45,70.83,355.01,2.9099,49.69,20,180.43,KPK,32.3,69.8,1800,mountains,1,medium,4,2,3.0,36.2566,low,2,0.003792906
North Waziristan,2021,0,893.42,174.05,463.6,3.8,125.19,21,311.03,KPK,33.0,70.0,1400,mountains,1,medium,4,2,3.0,70.2924,moderate,3,0.04864154
Torghar,2021,1,1037.83,66.2,460.55,3.775,66.2,27,151.73,KPK,34.9,72.9,2200,mountains,1,medium,4,2,3.0,38.3018,low,2,0.5513501
Kolai Pallas,2021,1,1037.83,66.2,460.55,3.775,66.2,27,151.73,KPK,35.2,73.1,1800,mountains,1,medium,4,2,3.0,42.3421,low,2,0.3714321
Swabi,2021,0,1867.48,256.26,828.62,6.792,79.6,46,149.8,KPK,34.12,72.47,360,plains,1,medium,1,2,3.0,227.0931,high,4,0.12308751
Tor Ghar,2021,0,1037.83,66.2,460.55,3.775,66.2,27,151.73,KPK,34.85,72.85,2100,mountains,1,medium,4,2,3.0,39.2027,low,2,0.002584089
Khyber Tribal,2021,0,1075.6,110.37,481.22,3.9444,84.69,29,225.9,KPK,34.2,71.0,950,mountains,0,low,4,1,3.0,17.9313,low,2,0.008128944
Quetta,2021,0,614.92,466.31,548.14,4.493,466.31,4,15.82,Balochistan,30.1798,66.975,1680,mountains,0,low,4,1,4.0,30.9147,low,2,0.039248347
Naseerabad,2021,0,204.53,30.96,149.83,1.2281,30.96,6,28.01,Balochistan,28.8775,68.3497,55,plains,1,medium,1,2,4.0,85.9608,moderate,3,0.9855827
Jaffarabad,2021,0,152.82,30.05,110.38,0.9048,30.05,4,19.31,Balochistan,28.5236,68.1636,58,plains,1,medium,1,2,4.0,68.9106,moderate,3,0.95587826
Lasbela,2021,0,158.51,16.51,113.84,0.9331,16.02,6,26.03,Balochistan,26.2197,66.6997,36,coastal,0,high,2,3,4.0,54.4115,moderate,3,0.21850418
Kalat,2021,0,205.32,85.82,168.59,1.3819,85.82,4,10.91,Balochistan,29.0239,66.5903,1920,mountains,0,low,4,1,4.0,6.3609,very_low,1,0.035983313
Khuzdar,2021,0,128.21,16.16,98.28,0.8056,16.16,7,9.19,Balochistan,27.8125,66.6167,1260,mountains,0,low,4,1,4.0,2.8664,very_low,1,0.051428802
Turbat,2021,0,82.5,31.16,28.23,0.2314,13.7,1,2.15,Balochistan,26.0025,63.0406,152,plains,1,medium,1,2,4.0,26.1156,low,2,0.025071273
Gwadar,2021,0,98.38,24.51,46.98,0.3851,9.32,3,4.72,Balochistan,25.1264,62.3256,10,coastal,0,high,2,3,4.0,73.9077,moderate,3,0.0676043
Panjgur,2021,0,65.06,8.94,46.55,0.3816,8.94,3,4.79,Balochistan,26.9667,64.0833,969,mountains,1,low,4,1,4.0,3.2307,very_low,1,0.10520205
Chagai,2021,0,98.6,25.1,81.99,0.672,25.1,4,2.22,Balochistan,29.1,64.52,900,mountains,0,low,4,1,4.0,3.5112,very_low,1,0.003155818
Nushki,2021,0,365.21,245.24,320.45,2.6266,245.24,6,9.48,Balochistan,29.5519,66.0206,1340,mountains,0,low,4,1,4.0,18.8901,low,2,0.008470168
Kharan,2021,0,112.19,25.24,89.97,0.7375,25.24,4,4.52,Balochistan,28.5833,65.4167,900,mountains,0,low,4,1,4.0,3.68,very_low,1,0.002238721
Washuk,2021,0,63.35,8.23,48.36,0.3964,8.23,4,4.49,Balochistan,27.5667,64.4667,700,mountains,0,low,4,1,4.0,1.9442,very_low,1,0.006651413
Awaran,2021,0,80.13,10.02,53.22,0.4362,10.02,5,4.1,Balochistan,26.3597,65.2436,420,mountains,1,medium,4,2,4.0,11.594,very_low,1,0.07324361
Kech,2021,0,82.5,31.16,28.23,0.2314,13.7,1,2.15,Balochistan,26.05,63.05,140,plains,1,medium,1,2,4.0,27.2042,low,2,0.027467532
Dera Bugti,2021,0,210.24,23.03,144.86,1.1874,23.03,7,36.28,Balochistan,29.0369,69.1583,180,plains,1,medium,1,2,4.0,42.6579,low,2,0.83267915
Kohlu,2021,0,346.4,37.14,251.62,2.0625,37.14,17,58.4,Balochistan,29.8942,69.2542,950,mountains,1,low,4,1,4.0,16.2624,low,2,0.003633519
Sibi,2021,0,269.21,49.3,202.62,1.6608,49.3,10,36.6,Balochistan,29.5444,67.8775,133,plains,1,medium,1,2,4.0,81.2631,moderate,3,0.1619889
Ziarat,2021,0,607.21,440.72,529.94,4.3438,440.72,4,26.98,Balochistan,30.3819,67.7264,2449,mountains,0,low,4,1,4.0,24.3528,low,2,0.0084410915
Pishin,2021,0,795.22,563.67,716.27,5.8711,563.67,3,18.48,Balochistan,30.5758,66.9953,1580,mountains,0,low,4,1,4.0,39.2739,low,2,0.04496432
Qilla Abdullah,2021,0,795.22,563.67,716.27,5.8711,563.67,3,18.48,Balochistan,30.6803,66.5806,1200,mountains,0,low,4,1,4.0,45.0608,low,2,0.010347603
Qilla Saifullah,2021,0,399.76,144.11,317.1,2.5992,144.11,12,45.74,Balochistan,30.7039,68.3508,1550,mountains,0,low,4,1,4.0,12.6065,very_low,1,0.012436369
Loralai,2021,0,450.62,213.65,368.24,3.0184,213.65,8,41.46,Balochistan,30.3722,68.5917,1390,mountains,0,low,4,1,4.0,17.7028,low,2,0.04726767
Musakhel,2021,0,322.74,21.5,222.54,1.8241,18.53,14,61.7,Balochistan,30.0,69.75,1050,mountains,1,low,4,1,4.0,12.1856,very_low,1,0.013320271
Barkhan,2021,0,346.4,37.14,251.62,2.0625,37.14,17,58.4,Balochistan,29.8958,69.5264,1000,mountains,1,low,4,1,4.0,15.851,low,2,0.021298427
Harnai,2021,0,335.67,84.01,260.02,2.1313,84.01,9,42.07,Balochistan,30.1,67.93,1100,mountains,1,low,4,1,4.0,20.3447,low,2,0.031240853
Sherani,2021,0,324.07,26.77,234.7,1.9238,26.77,13,58.12,Balochistan,31.05,69.95,1650,mountains,0,low,4,1,4.0,5.2633,very_low,1,0.004947791
Zhob,2021,0,362.93,32.9,261.17,2.1407,32.9,12,68.31,Balochistan,31.3436,69.4486,1405,mountains,1,low,4,1,4.0,12.8279,very_low,1,0.007406736
Jhal Magsi,2021,0,149.75,20.72,113.14,0.9274,20.72,5,14.14,Balochistan,28.2808,67.7256,62,plains,1,medium,1,2,4.0,58.8738,moderate,3,0.9375027
Khairpur Tamewali,2021,0,203.41,18.44,128.2,1.0508,18.44,8,35.22,Balochistan,29.5694,72.2403,100,plains,1,medium,1,2,4.0,50.0703,moderate,3,0.005057032
Mastung,2021,0,614.92,466.31,548.14,4.493,466.31,4,15.82,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,29.5408,low,2,0.03838638
Surab,2021,0,130.31,31.48,102.67,0.8416,31.48,4,6.8,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,3.2428,very_low,1,0.0023654578
Lehri,2021,0,269.21,49.3,202.62,1.6608,49.3,10,36.6,Balochistan,29.43,68.18,80,plains,1,medium,1,2,4.0,104.5209,high,4,0.58443606
Gilgit,2021,1,317.79,12.82,89.19,0.7311,6.99,4,68.17,GB,35.9208,74.3089,1500,mountains,1,medium,4,2,6.0,8.7917,very_low,1,0.10549857
Skardu,2021,1,467.14,22.47,114.43,0.938,10.77,7,103.27,GB,35.2971,75.6333,2438,mountains,1,medium,4,2,6.0,10.0512,very_low,1,0.001872503
Hunza,2021,1,215.52,25.6,49.02,0.4018,3.05,0,40.97,GB,36.3147,74.6481,2438,mountains,1,medium,4,2,6.0,6.5291,very_low,1,0.087174885
Nagar,2021,0,317.79,12.82,89.19,0.7311,6.99,4,68.17,GB,36.2333,74.45,2900,mountains,1,medium,4,2,6.0,6.324,very_low,1,0.028260475
Ghanche,2021,1,353.37,28.76,140.18,1.149,28.76,5,56.17,GB,35.49,76.67,2700,mountains,1,medium,4,2,6.0,11.4778,very_low,1,0.016134446
Shigar,2021,0,467.14,22.47,114.43,0.938,10.77,7,103.27,GB,35.51,75.7,2620,mountains,1,medium,4,2,6.0,9.696,very_low,1,0.00082584907
Kharmang,2021,0,424.57,29.08,100.91,0.8271,9.08,6,84.87,GB,35.08,76.2,2500,mountains,1,medium,4,2,6.0,10.2144,very_low,1,0.0024074684
Roundu,2021,0,517.95,23.5,188.76,1.5472,13.68,12,94.72,GB,35.5,73.7,1600,mountains,1,medium,4,2,6.0,17.82,low,2,0.17728716
Tangir,2021,0,626.01,39.82,225.38,1.8474,25.1,14,104.44,GB,35.5,73.2,1400,mountains,1,medium,4,2,6.0,25.2063,low,2,0.019917676
Darel,2021,0,626.01,39.82,225.38,1.8474,25.1,14,104.44,GB,35.55,73.4,1500,mountains,1,medium,4,2,6.0,24.3522,low,2,0.025271919
Diamer,2021,1,998.74,47.75,426.99,3.4999,47.75,28,163.76,GB,35.1667,73.6667,1600,mountains,1,medium,4,2,6.0,39.3571,low,2,0.5690705
Astore,2021,1,514.48,20.12,130.95,1.0734,11.7,4,118.49,GB,35.3667,74.9,2590,mountains,1,medium,4,2,6.0,9.8079,very_low,1,0.023813361
Ghizer,2021,0,286.22,19.2,78.69,0.645,6.22,2,52.39,GB,36.2,73.75,2200,mountains,1,medium,4,2,6.0,7.5553,very_low,1,0.05058183
Gupis Yasin,2021,0,326.07,22.82,79.92,0.6551,6.0,2,55.71,GB,36.17,73.27,2260,mountains,1,medium,4,2,6.0,8.1255,very_low,1,0.027572883
Muzaffarabad,2021,1,1472.31,79.81,647.62,5.3084,79.81,39,205.54,AJK,34.37,73.47,737,mountains,1,medium,4,2,5.0,89.3306,moderate,3,0.6966518
Mirpur,2021,0,1458.42,150.05,864.92,7.0895,65.26,47,72.95,AJK,33.1478,73.7508,411,hills,1,medium,3,2,5.0,175.3003,high,4,0.10477532
Bagh,2021,1,1511.17,160.15,580.78,4.7605,44.43,42,183.74,AJK,33.9861,73.7808,1070,mountains,1,medium,4,2,5.0,89.4414,moderate,3,0.10325626
Rawalakot,2021,0,1511.17,160.15,580.78,4.7605,44.43,42,183.74,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,17.8693,low,2,0.0058583524
Kotli,2021,0,1608.64,171.06,753.39,6.1753,54.07,44,124.28,AJK,33.5136,73.9017,614,hills,1,medium,3,2,5.0,138.739,high,4,0.10969466
Neelum,2021,1,1472.31,79.81,647.62,5.3084,79.81,39,205.54,AJK,34.55,73.9,1400,mountains,1,medium,4,2,5.0,64.835,moderate,3,0.49995542
Haveli,2021,0,1511.17,160.15,580.78,4.7605,44.43,42,183.74,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,21.1155,low,2,0.006993963
Sudhnoti,2021,0,1608.64,171.06,753.39,6.1753,54.07,44,124.28,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,27.7469,low,2,0.005932174
Hattian Bala,2021,1,1472.31,79.81,647.62,5.3084,79.81,39,205.54,AJK,34.37,73.83,1050,mountains,1,medium,4,2,5.0,74.856,moderate,3,0.32188746
Jhelum Valley,2021,1,1472.31,79.81,647.62,5.3084,79.81,39,205.54,AJK,34.67,73.67,1600,mountains,1,medium,4,2,5.0,60.6502,moderate,3,0.2006907
Islamabad,2021,0,1920.54,414.3,856.09,7.0171,82.28,42,101.05,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,60.4166,moderate,3,0.010131014
Lahore,2022,0,830.91,49.5,643.92,5.278,49.5,39,15.41,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,147.3372,high,4,0.05764548
Multan,2022,1,493.27,36.85,446.62,3.6608,36.85,29,2.76,Punjab,30.1575,71.5249,122,plains,1,high,1,3,1.0,208.3787,high,4,0.35452643
Faisalabad,2022,0,667.0,37.73,525.44,4.3069,37.73,34,15.14,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,64.6041,moderate,3,0.002396487
Rawalpindi,2022,0,1678.04,100.03,1169.45,9.5857,100.03,45,62.97,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,42.9604,low,2,0.0032702086
Gujranwala,2022,0,1069.79,71.16,815.73,6.6863,71.16,45,26.77,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,184.8331,high,4,0.07612173
Sialkot,2022,0,1376.02,83.8,1025.26,8.4038,83.8,49,46.37,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,213.6471,high,4,0.03920369
Bahawalpur,2022,1,456.15,34.01,409.66,3.3579,34.01,26,5.91,Punjab,29.3956,71.6836,117,plains,1,high,1,3,1.0,194.8761,high,4,0.38215396
Rahim Yar Khan,2022,1,942.77,92.06,897.88,7.3597,92.06,35,5.2,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,510.633,extreme,6,0.8955006
DG Khan,2022,1,583.75,34.91,526.47,4.3153,34.91,34,2.92,Punjab,30.0368,70.634,138,plains,1,high,1,3,1.0,222.2435,high,4,0.4562703
Muzaffargarh,2022,1,493.27,36.85,446.62,3.6608,36.85,29,2.76,Punjab,30.0736,71.193,118,plains,1,high,1,3,1.0,211.852,high,4,0.6277275
Gujrat,2022,0,1376.02,83.8,1025.26,8.4038,83.8,49,46.37,Punjab,32.5742,74.0796,246,plains,1,medium,1,2,1.0,217.9291,high,4,0.03920369
Sheikhupura,2022,0,736.5,50.93,570.56,4.6767,50.93,35,13.38,Punjab,31.7167,73.985,213,plains,1,medium,1,2,1.0,135.8138,high,4,0.041116662
Sargodha,2022,0,792.9,49.01,603.41,4.946,49.01,36,20.33,Punjab,32.0836,72.6711,187,plains,1,medium,1,2,1.0,149.9685,high,4,0.0031276231
Jhang,2022,1,687.4,37.13,549.89,4.5073,37.13,34,16.24,Punjab,31.2681,72.3181,164,plains,1,high,1,3,1.0,212.6208,high,4,0.12125824
Kasur,2022,0,742.94,67.69,598.67,4.9071,67.69,31,13.18,Punjab,31.1167,74.45,210,plains,1,medium,1,2,1.0,148.9985,high,4,0.003981648
Okara,2022,0,671.6,82.74,550.22,4.51,82.74,31,12.48,Punjab,30.81,73.4597,174,plains,0,medium,1,2,1.0,81.9596,moderate,3,0.0038146353
Sahiwal,2022,0,574.15,78.44,492.05,4.0332,78.44,24,16.91,Punjab,30.6682,73.1166,170,plains,0,medium,1,2,1.0,74.6534,moderate,3,0.0027022285
Pakpattan,2022,0,574.15,78.44,492.05,4.0332,78.44,24,16.91,Punjab,30.3436,73.3868,154,plains,1,high,1,3,1.0,235.2356,high,4,0.010781165
Bahawalnagar,2022,1,520.72,72.08,451.48,3.7007,72.08,22,17.07,Punjab,29.9947,73.2536,140,plains,1,high,1,3,1.0,226.3947,high,4,0.0613907
Vehari,2022,1,508.69,62.58,442.32,3.6256,62.58,25,15.06,Punjab,30.0444,72.3508,134,plains,1,high,1,3,1.0,221.0451,high,4,0.17859781
Lodhran,2022,1,456.15,34.01,409.66,3.3579,34.01,26,5.91,Punjab,29.5372,71.632,111,plains,1,high,1,3,1.0,200.0279,high,4,0.38215396
Khanewal,2022,1,524.56,40.57,461.17,3.7801,40.57,27,8.43,Punjab,30.3014,71.932,122,plains,1,high,1,3,1.0,215.5037,high,4,0.17135347
Chiniot,2022,0,667.0,37.73,525.44,4.3069,37.73,34,15.14,Punjab,31.72,72.9781,178,plains,1,high,1,3,1.0,198.096,high,4,0.005749652
Hafizabad,2022,0,938.7,56.51,707.75,5.8012,56.51,43,20.02,Punjab,32.0714,73.6881,212,plains,1,medium,1,2,1.0,165.04,high,4,0.018550748
Narowal,2022,0,1248.3,67.46,963.87,7.9006,67.46,55,32.44,Punjab,32.1,74.8728,240,plains,1,medium,1,2,1.0,205.033,high,4,0.038672462
Nankana Sahib,2022,0,736.5,50.93,570.56,4.6767,50.93,35,13.38,Punjab,31.45,73.71,210,plains,1,medium,1,2,1.0,136.7759,high,4,0.0020030797
Mandi Bahauddin,2022,0,1277.25,87.0,963.9,7.9008,87.0,45,30.98,Punjab,32.5853,73.4912,230,plains,1,medium,1,2,1.0,215.766,high,4,0.006735467
Attock,2022,0,1565.27,61.78,1002.11,8.214,61.78,55,84.73,Punjab,33.7667,72.3601,305,hills,1,medium,3,2,1.0,184.607,high,4,0.00909373
Chakwal,2022,0,1478.74,131.21,1092.43,8.9543,131.21,40,38.3,Punjab,32.9319,72.8561,498,hills,0,low,3,1,1.0,43.7758,low,2,0.007498751
Jhelum,2022,0,1559.95,134.55,1143.62,9.3739,134.55,45,48.95,Punjab,32.9263,73.7267,287,hills,1,medium,3,2,1.0,241.0697,high,4,0.02894388
Khushab,2022,0,955.49,55.11,699.92,5.737,55.11,38,26.86,Punjab,32.2958,72.3514,210,plains,1,medium,1,2,1.0,161.6904,high,4,0.003894793
Bhakkar,2022,1,647.39,56.08,528.42,4.3313,56.08,22,19.99,Punjab,31.6267,71.0647,145,plains,1,high,1,3,1.0,229.5176,high,4,0.2022896
Layyah,2022,1,570.3,39.66,485.08,3.9761,39.66,29,11.72,Punjab,30.9597,70.9436,134,plains,1,high,1,3,1.0,213.7205,high,4,0.09599021
Toba Tek Singh,2022,0,609.32,48.02,510.35,4.1832,48.02,27,13.99,Punjab,30.97,72.48,168,plains,0,medium,1,2,1.0,68.1154,moderate,3,0.0021508601
Dera Ghazi Khan,2022,1,583.75,34.91,526.47,4.3153,34.91,34,2.92,Punjab,30.05,70.64,138,plains,1,high,1,3,1.0,222.2435,high,4,0.4562703
Karachi Central,2022,1,782.99,91.93,740.43,6.0691,91.93,34,0.49,Sindh,24.9056,67.0822,8,coastal,0,high,2,3,2.0,679.118,extreme,6,0.24846466
Karachi East,2022,1,782.99,91.93,740.43,6.0691,91.93,34,0.49,Sindh,24.94,67.13,10,coastal,0,high,2,3,2.0,614.2853,extreme,6,0.08927635
Karachi West,2022,1,782.99,91.93,740.43,6.0691,91.93,34,0.49,Sindh,24.88,66.99,8,coastal,0,high,2,3,2.0,679.118,extreme,6,0.24846466
